"","n","beta","sigma","ct$p.value"
"1",54,0,10.0342548568733,0.833782639693596
"2",181,0,6.51891724485904,0.283864756053465
"3",361,0,8.84474849072285,0.620637258455972
"4",107,0,3.48516839137301,0.417300381258895
"5",359,0,8.83323935279623,0.234826636387237
"6",456,0,8.37105312594213,0.536955355320583
"7",464,0,3.15909454762004,0.98396384739042
"8",108,0,5.6509962042328,0.267703793159334
"9",363,0,6.29545141663402,0.349691892644375
"10",90,0,10.3538008437026,0.683496930087027
"11",294,0,9.1892157678958,0.0333845051510894
"12",181,0,1.70701683522202,0.0346709681518337
"13",275,0,9.51452205935493,0.995243377335186
"14",228,0,9.98616816615686,0.306553409038466
"15",96,0,1.57588125369512,0.287019648912921
"16",95,0,2.32511070161127,0.689477865831871
"17",317,0,6.37699108570814,0.210296203094003
"18",326,0,9.27161314897239,0.825057316198046
"19",398,0,10.6591145789716,0.500591707985488
"20",266,0,6.72113552642986,0.056029436329927
"21",186,0,1.56265424587764,0.398641100481285
"22",477,0,10.6296691680327,0.128726716700989
"23",83,0,11.2623672757763,0.370991009857513
"24",377,0,11.1231918828562,0.465684687107167
"25",154,0,6.62379950145259,0.219146961079489
"26",199,0,10.0151803581975,0.156205759435192
"27",154,0,6.58350420719944,0.967620217733889
"28",265,0,7.54881123546511,0.0286026199100626
"29",424,0,5.67266160808504,0.262582294485904
"30",169,0,7.02454026951455,0.319214056735342
"31",224,0,5.03955092676915,0.180187432044498
"32",436,0,9.14013628824614,0.391520463060731
"33",448,0,11.574083333835,0.0922111671254151
"34",379,0,2.73682756070048,0.66169988880644
"35",443,0,7.07853861269541,0.98528242317117
"36",454,0,9.76581863476895,0.316488446874118
"37",438,0,1.36991245322861,0.271048480991113
"38",124,0,6.29855679534376,0.758509133962495
"39",306,0,2.60641874279827,0.198180470219505
"40",279,0,8.9877211637795,0.938962039023087
"41",378,0,8.05246643093415,0.388571620567991
"42",176,0,7.62033722223714,0.187687627113224
"43",311,0,3.68507546698675,0.111700388627369
"44",171,0,2.23355856677517,0.845788031887885
"45",111,0,7.18542991997674,0.89023154203856
"46",348,0,9.83980707544833,0.621565191831971
"47",167,0,7.48313582828268,0.382564576455089
"48",295,0,3.43570807063952,0.94407052844095
"49",276,0,4.89311542734504,0.890628732506744
"50",120,0,8.93072855425999,0.358178238986387
"51",177,0,7.20177743770182,0.572773362959102
"52",85,0,10.0466621445958,0.82739304322132
"53",271,0,6.14488107408397,0.393209718236992
"54",163,0,2.00152508192696,0.98754896925425
"55",296,0,10.5406908555888,0.569278727827178
"56",300,0,1.89676018687896,0.507086440912737
"57",81,0,7.95760981203057,0.359046963875115
"58",351,0,9.92100011254661,0.800858122011129
"59",405,0,3.43515075696632,0.54237260570004
"60",334,0,9.31777274282649,0.993384244774747
"61",131,0,10.1651703573298,0.738176128132832
"62",313,0,2.20930330012925,0.784328302076159
"63",51,0,1.32445810944773,0.335164241851932
"64",476,0,2.6486066840589,0.270815794974343
"65",417,0,10.3785918387584,0.213237901789108
"66",379,0,1.23112780787051,0.668316726647768
"67",69,0,6.11014058394358,0.14096876257238
"68",73,0,10.2218791570049,0.589193276464538
"69",109,0,10.3163061528467,0.0671100096135416
"70",488,0,4.09826479293406,0.0214342125024437
"71",383,0,1.21288408059627,0.926174372665842
"72",314,0,4.28258884768002,0.039104979622422
"73",174,0,9.66239177249372,0.340669066136057
"74",223,0,6.93426184961572,0.386925721632959
"75",374,0,3.03704627230763,0.886759836836507
"76",84,0,10.1335198841989,0.759594065741139
"77",415,0,6.0619175254833,0.376334780001325
"78",357,0,7.46132413228042,0.923426699410283
"79",148,0,2.60819616937079,0.320173663923186
"80",414,0,9.72017733822577,0.668355474257008
"81",291,0,4.10445603448898,0.278837443965947
"82",317,0,5.1882145924028,0.0804456027433238
"83",423,0,6.63805985893123,0.63279126153109
"84",171,0,7.78710102499463,0.551891925652477
"85",414,0,4.521980504971,0.420548831136017
"86",306,0,7.49649917054921,0.380758059014671
"87",407,0,9.44540977012366,0.161478041633136
"88",335,0,11.213672215119,0.245883269271583
"89",241,0,5.41124694049358,0.740674030803184
"90",335,0,6.52236492978409,0.967566391367277
"91",343,0,8.17588105238974,0.703720868509755
"92",318,0,8.50201168679632,0.613127608900691
"93",477,0,11.7150743603706,0.0682300930917623
"94",403,0,5.10858334694058,0.254539619927381
"95",90,0,2.03913577436469,0.742846338513962
"96",320,0,10.7330721246544,0.740514364541424
"97",476,0,8.73227783595212,0.834083578883446
"98",57,0,4.49059519404545,0.830053775054407
"99",80,0,2.94309519720264,0.968961866742041
"100",238,0,9.011054728413,0.410091099759526
"101",184,0,1.8938054824248,0.657665837541924
"102",141,0,1.24263399536721,0.437471889845386
"103",153,0,8.62263207696378,0.980249918612742
"104",330,0,10.1735895166639,0.648444990455775
"105",429,0,8.46924077509902,0.695436158953679
"106",137,0,11.7895218643826,0.649548716197238
"107",399,0,8.0524691764731,0.315400180576919
"108",146,0,4.01322824717499,0.733082450693784
"109",330,0,8.62455636938103,0.0503282595617166
"110",146,0,8.22334053856321,0.372158169285651
"111",343,0,3.12118800543249,0.307890291299362
"112",373,0,8.83353044395335,0.853872813364971
"113",373,0,8.41308123688214,0.805518695952082
"114",205,0,2.30585500504822,0.598500684898122
"115",227,0,11.3023662720807,0.0172696527460364
"116",348,0,5.04360341141,0.636263834711135
"117",366,0,5.51687659579329,0.617681575712747
"118",444,0,8.59418530203402,0.711784180412582
"119",53,0,4.7108767144382,0.705858037574153
"120",312,0,6.53568703262135,0.0136505892646811
"121",362,0,5.36441961978562,0.303349877348972
"122",102,0,2.45071135344915,0.820591915495145
"123",145,0,6.16391710960306,0.29818490219805
"124",493,0,10.082975090947,0.703547637623832
"125",265,0,4.46198471379466,0.392352313988774
"126",242,0,2.14311334257945,0.388863819788399
"127",164,0,6.02493901900016,0.692056938429136
"128",298,0,4.56409501843154,0.40872500206417
"129",444,0,3.89814469730482,0.695311375543678
"130",442,0,10.6213521750178,0.457314236486708
"131",490,0,11.7231468288228,0.143324209354761
"132",151,0,9.89644219633192,0.80986130768894
"133",275,0,1.74988435627893,0.62553147124297
"134",67,0,8.27833472355269,0.435007612640135
"135",359,0,8.04394487477839,0.195520107745479
"136",241,0,1.78122974932194,0.210941135981922
"137",293,0,2.77842033980414,0.753349998803124
"138",315,0,9.21635401947424,0.831786524765419
"139",106,0,6.08349498244934,0.658009873997051
"140",492,0,5.43880428373814,0.448968676992822
"141",384,0,5.48086475720629,0.376058182325465
"142",472,0,2.47379437997006,0.144749091172043
"143",100,0,5.9119838073384,0.928447548155727
"144",298,0,4.21400783048011,0.652340678842694
"145",294,0,1.92413473664783,0.0842728105697653
"146",398,0,11.9278062069789,0.403454491963366
"147",297,0,6.10738931060769,0.581502842964007
"148",216,0,5.20685147983022,0.473786216252518
"149",369,0,6.89631391689181,0.60281285064799
"150",227,0,10.1522346020211,0.730396690307828
"151",225,0,8.10128579637967,0.343015543105788
"152",469,0,10.498466666555,0.788660199810485
"153",428,0,10.1411350027192,0.308599005475803
"154",483,0,2.77561583579518,0.57375707295384
"155",375,0,1.20291632716544,0.0751001554422976
"156",447,0,3.05920567852445,0.398308396338035
"157",441,0,6.23445684858598,0.813638162699997
"158",492,0,8.70020119729452,0.0861564667206286
"159",319,0,6.83299181307666,0.74860239373624
"160",112,0,6.76528139295988,0.317709712729125
"161",184,0,10.9112663436681,0.0943570929257888
"162",422,0,5.97549416241236,0.0706640446950896
"163",431,0,5.68724642833695,0.180293543947973
"164",266,0,3.74146370193921,0.0543968633623549
"165",58,0,8.23249716451392,0.195860639846446
"166",379,0,10.8179429494776,0.402377904018907
"167",470,0,2.59295291407034,0.0361999529612866
"168",156,0,3.86443436820991,0.325406942186884
"169",239,0,2.20780338044278,0.325397548551707
"170",487,0,7.52806890639476,0.286575592438467
"171",352,0,9.37340953503735,0.428625979957889
"172",351,0,10.9557169189211,0.797751344569339
"173",150,0,10.2104356097989,0.862655842261844
"174",265,0,11.2318886893336,0.421811077916389
"175",90,0,2.25468075857498,0.289418773045082
"176",438,0,10.8473650412634,0.688374651609964
"177",197,0,1.54874719982035,0.560675135304762
"178",324,0,6.21959140454419,0.307729136057883
"179",268,0,7.02863176795654,0.0252233922159795
"180",76,0,9.06440750113688,0.567647833157435
"181",425,0,9.34712910302915,0.351864519987378
"182",130,0,4.38499537855387,0.500570736845782
"183",147,0,4.17373807332478,0.81096979569142
